Subject,Session,Trial,Prime [Trial],PrimeResponse.RESP[Trial],PrimeResponse.RT[Trial],Target[Trial],TargetDefinition.RESP[Trial],TargetDefinition.RT[Trial],TargetQuestion.RESP[Trial],TargetQuestion.RT[Trial],TargetResponse.RESP[Trial],TargetResponse.RT[Trial],PrimeFirstResponseAccuracy,TargetFirstResponseAccuracy,PrimeCondition,RTrecognisePrime,RTrecogniseTarget
18,1,33,p r o g n o s i s,prognosis{SPACE},1479,p r o p h e c y ,{SPACE},5638,2,997,prophesy{SPACE},1630,1,0,B,2673,2143
18,1,42,S a i g o n ,saigon{SPACE},778,S e o u l,{SPACE},2435,1,2409,seoul{SPACE},1003,1,0,B,2404,1293
18,1,46,S h e l l e y,shelley{SPACE},959,S h a w ,{SPACE},3124,2,299,shaw{SPACE},546,1,0,B,4707,2101
18,1,32,S w i t z e r l a n d,switzerland{SPACE},2038,S i c i l y ,{SPACE},4734,2,851,sicily{SPACE},1024,1,0,B,2853,3628
18,1,71,S o l o ,solo{SPACE},702,S k y w a l k e r,skywalker{SPACE},5788,1,596,skywalker{SPACE},1797,1,1,B,2816,925
18,1,12,s u b s t i t u t e ,substitute{SPACE},2356,s u r r o g a t e,surrogate{SPACE},6958,1,1682,surrogate{SPACE},1132,1,1,B,3703,1452
18,1,66,T o l s t o y,tolstoy{SPACE},1157,T h o r e a u,{SPACE},3539,2,91,{SPACE},2208,1,0,B,3968,619
18,1,40,t w i t c h ,twitch{SPACE},934,t i c,tic{SPACE},3483,1,1020,tic{SPACE},486,1,1,B,2069,790
18,1,37,t y p h o o n,typhoon{SPACE},2282,t s u n a m i,{SPACE},4855,2,277,tsunami{SPACE},1987,1,0,B,1860,2667
18,1,51,T e s l a,teslta{SPACE},790,T u r i n g ,{SPACE},3747,2,338,turing{SPACE},853,0,0,B,1995,4865
18,1,34,W e a s l e y,weasly{SPACE},2562,W a t s o n ,watson{SPACE},3025,1,960,watson{SPACE},907,1,1,B,4463,914
18,1,7,W a l k e r ,wallet{SPACE},857,W a y n e,{SPACE},6962,4,3161,wayne{SPACE},931,0,0,B,2855,2154
18,1,31,Y o s e m i t e ,yosemite{SPACE},1172,Y e l l o w s t o n e,,0,2,1903,yellowstone{SPACE},1743,1,0,B,3466,4727
19,1,56,a b a n d o n,abandon{SPACE},8311,a b d i c a t e ,abdicate{SPACE},7474,1,1184,abdicate{SPACE},3147,1,1,B,2622,2625
19,1,23,a b r o a d ,abroad{SPACE},3193,a b o r i g i n e,aborigini,8783,1,8114,aborigene{SPACE},15190,1,1,B,2278,5168
19,1,6,a v o i d,avoid{SPACE},3111,a b s t a i n,ho,9232,2,4948,abstain{SPACE},4795,1,0,B,2623,3409
19,1,70,a d v a n c e,advance{SPACE},3749,a d v o c a t e ,{SPACE},3987,2,967,advocate{SPACE},5167,1,0,B,2438,2148
19,1,49,A u s t e n ,{SHIFT}Austen{SPACE},4040,A l c o t t ,{SPACE},9082,2,900,{SHIFT}Alcott{SPACE},3631,1,0,B,3290,2080
19,1,74,a b n o r m a l i t y,abnormality{SPACE},5483,a n a c h r o n i s m,{SPACE},8415,2,1157,anachronism{SPACE},5232,1,0,B,3808,3764
19,1,41,a c r o n y m,acronym{SPACE},4674,a n a g r a m,{SPACE},4681,2,1471,anagram{SPACE},3263,1,0,B,2633,2596
19,1,7,A l p s ,{SHIFT}Alps{SPACE},3370,A n d e s,{SHIFT}Andes{SPACE},6616,1,1084,{SHIFT}Andes{SPACE},3520,1,1,B,2209,1750
19,1,22,A r i e l,{SHIFT}Ariel{SPACE},3685,A u r o r a ,{SPACE},5494,2,937,{SHIFT}Aurora{SPACE},4618,1,0,B,2720,2789
19,1,27,B e i j i n g,{SHIFT}Bejing{SPACE},4521,B a n g k o k,{SHIFT}Bangkok{SPACE},8694,1,1137,{SHIFT}Bangkok{SPACE},4525,1,1,B,2975,2262
19,1,18,b a r g a i n,bargain{SPACE},3528,b a r t e r ,barter{SPACE},7103,1,1166,barter{SPACE},3669,1,1,B,1841,1972
19,1,64,B u c k i n g h a m ,{SHIFT}Buckingkham{SPACE},11060,B e c k h a m,{SPACE},4441,1,3321,{SHIFT}Beckham{SPACE},4188,1,0,B,2718,4392
19,1,29,b i l a t e r a l,bilateral{SPACE},4318,b i n o m i a l ,{SPACE},4035,2,534,binomial{SPACE},5529,1,0,B,2595,2657
19,1,54,c o r p s e ,corpse{SPACE},3680,c a r c a s s,skeleton{SPACE},9425,1,1212,carcass{SPACE},2825,1,0,B,2699,2107
19,1,75,C h r i s t i e ,{SHIFT}Christie{SPACE},4673,C a r r o l l,{SPACE},4168,2,1028,{SHIFT}Carroll{SPACE},4688,1,0,B,3181,2382
19,1,46,c a m o f l a u g e ,camoflage{SPACE},11408,c h a m e l e o n,,0,1,2857,chameleon{SPACE},5509,1,0,B,2665,1604
19,1,34,C h a m b e r l a i n,{SHIFT}Chamberlain{SPACE},5589,C h u r c h i l l,{SHIFT}Chruchill{SPACE},7829,1,1156,{SHIFT}Curchill{SPACE},10501,1,1,B,2670,1390
19,1,45,C o n r a d ,{SHIFT}Conrad{SPACE},3381,C l e m e n s,{SHIFT}Clemens{SPACE},7843,1,1378,{SHIFT}Clemens{SPACE},5712,1,1,B,2438,1615
19,1,43,i m p l e m e n t,implement{ENTER}{SPACE},6202,c o n g r u e n t,{SPACE},6478,2,520,congruent{SPACE},5613,1,0,U,2792,2628
19,1,12,J a c k m a n,{SHIFT}Jackman{SPACE},4597,C o n n e r y,{SHIFT}{SHIFT}Conner,9886,1,4337,{SHIFT}Connery{SPACE},5122,1,0,U,2987,1968
19,1,4,l a b e l,label{SPACE},2789,c o v e n a n t ,covenant{ENTER}{SPACE},7459,1,1404,covenant{SPACE},6091,1,1,U,2669,1928
19,1,8,l o c k e t ,locket{SPACE},2993,D a n t e,{SHIFT}Dante{SPACE},8799,1,1285,{SHIFT}Dante{SPACE},3035,1,1,U,2698,5206
19,1,14,M a n d a r i n ,{SHIFT}Mnadarin{SPACE},8600,d e f a u l t,default{SPACE},8806,1,1483,default{SPACE},3719,1,1,U,2756,2290
19,1,63,m e d i u m ,medium{SPACE},4223,d e p l e t e,{SPACE},4969,2,1091,deplete{SPACE},3474,1,0,U,2931,1885
19,1,40,O n t a r i o,{SHIFT}Ontario{SPACE},6211,d i v e r g e,{SPACE},6055,2,467,diverge{SPACE},3536,1,0,U,2617,2165
19,1,57,p l a c e b o,placebo{SPACE},3834,e c c e n t r i c,{SPACE},3092,2,527,eccentric{SPACE},6519,1,0,U,2692,2222
19,1,59,p a r a d i g m ,paradigm{SPACE},3808,e x o r c i s m ,excosice,6316,1,1983,exorcism{SPACE},5435,1,1,U,3297,5490
19,1,26,p r o m i s c u o u s,promiscuous{SPACE},11204,F a r a d a y,,0,2,1302,{SHIFT}Faraday{SPACE},8540,1,0,U,3667,2978
19,1,65,p r o d i g y,prodigy{SPACE},4108,f o l i a g e,{SPACE},6795,2,1335,foliage{SPACE},3596,1,0,U,3495,2594
19,1,19,p r o g n o s i s,prognosis{SPACE},10685,G a r l a n d,{SHIFT}Garland{SPACE},7681,1,1271,{SHIFT}Garland{SPACE},3601,1,1,U,3127,1801
19,1,53,r e s i g n ,resign{SPACE},3158,g o s l i n g,gosling{SPACE},5901,1,1264,gosling{SPACE},3554,1,1,U,2621,1986
19,1,38,n a t i v e ,native{SPACE},3057,H a n c o c k,{SHIFT}Hancock,9006,1,1953,{SHIFT}Hancock{SPACE},8528,1,1,U,1951,2065
19,1,32,r e f u s e ,refuse{ENTER}{SPACE},17020,H e l s i n k i ,{SHIFT}Helsinki{SPACE},5617,1,1135,{SHIFT}Helsinki{SPACE},10385,1,1,U,2628,1767
19,1,47,c o n d o n e,condone{SPACE},4039,h o i s t,{SPACE},7257,2,545,hoist{SPACE},2978,1,0,U,4371,1634
19,1,61,B r o n t e ,{SHIFT}Bronte{SPACE},3857,H u s s e i n,{SHIFT}Hussein{SPACE},7291,1,1218,{SHIFT}Hussein{SPACE},2973,1,1,U,3282,2196
19,1,55,m i s p l a c e ,misplace{SPACE},4385,i d i o s y n c r a s y ,signat,9684,1,2471,idiosycrensy{SPACE},22500,1,0,U,3165,5764
19,1,62,m e n t i o n,mention{SPACE},3205,i n t e r j e c t,{SPACE},4874,2,440,interject{SPACE},5285,1,0,R,2686,3319
19,1,25,T y l e r,{SHIFT}Tyler{SPACE},4409,J a g g e r ,{SHIFT}Jagger{SPACE},8955,1,1274,{SHIFT}Jagger{SPACE},4220,1,1,R,2209,1262
19,1,10,p e r j u r y,perjury{SPACE},4512,l i b e l,libel{SPACE},9311,1,1278,libel{SPACE},3353,1,1,R,1850,810
19,1,67,v e r b o s e,verbose{SPACE},12027,l o q u a c i o u s ,{SPACE},3446,2,658,loquacious{SPACE},5278,1,0,R,3658,3878
19,1,36,G a n d h i ,{SHIFT}Gahndi{SPACE},6552,M a n d e l a,{SHIFT}Mandela{SPACE},7085,1,2525,{SHIFT}Mandela{SPACE},9163,1,1,R,4488,1945
19,1,71,s p a r s e ,sparse{SPACE},2992,m e a g e r ,{SPACE},5374,2,807,meager{SPACE},3251,1,0,R,3614,2969
19,1,9,B o w i e,{SHIFT}Bowie{SPACE},4862,M e r c u r y,{SHIFT}Mercury{SPACE},8189,1,1277,{SHIFT}Mercury{SPACE},3867,1,1,R,3496,1711
19,1,68,S h a k e s p e a r e,{SHIFT}Shakespear{SPACE},6714,M i l l e r ,{SPACE},6089,2,1075,{SHIFT}Miller{SPACE},2675,1,0,R,2075,1869
19,1,31,g r a t e,grate{SPACE},3695,m i n c e,min,9791,1,2114,mince{SPACE},3767,1,0,R,2647,3321
19,1,15,i n v a r i a b l e ,invariable{SPACE},4520,m o n o t o n y ,rep,9493,1,3480,monotony{SPACE},6090,1,0,R,3972,4257
19,1,3,H o u s t o n,{SHIFT}Houston{SPACE},3232,M o n r o e ,{SHIFT}Monroe{SPACE},7396,1,1670,{SHIFT}Monroe{SPACE},3724,1,1,R,2248,2261
19,1,72,M a d a g a s c a r ,{SHIFT}Madagascar{SPACE},6152,N a i r o b i,{SHIFT}Nairobi{SPACE},9263,1,1217,{SHIFT}Nairobi{SPACE},4513,1,1,R,3189,2451
19,1,11,i n v a l i d a t e ,invalidate{SPACE},5305,n u l l i f y,{SPACE},7508,2,2594,nullify{SPACE},4022,1,0,R,3973,2105
19,1,24,B e r l i n ,{SHIFT}Berlin{SPACE},3116,N u r e m b e r g,{SHIFT}Nuremberg{SPACE},6709,1,757,{SHIFT}Nuremberg{SPACE},4897,1,1,R,2478,1067
19,1,21,s e c r e t i v e,secretive{SPACE},4988,o b s c u r e,{SPACE},5957,2,565,obscure{SPACE},5398,1,0,R,2877,1956
19,1,16,u n l i m i t e d,unlimited{SPACE},6424,o m n i p o t e n t ,{SPACE},9843,2,1276,omnipotent{SPACE},7822,1,0,R,3122,3480
19,1,69,f l a s h y ,flashy{SPACE},3028,o s t e n t a t i o u s ,{SPACE},3889,2,1273,ostentatious{SPACE},5788,1,0,R,2371,5307
19,1,30,B o o t h,booth{SPACE},2656,O s w a l d ,{SHIFT}Oswald{SPACE},9965,1,865,{SHIFT}Oswald{SPACE},3951,1,1,R,2399,1749
19,1,50,o t t e r,otter{SPACE},2576,O t t a w a ,,0,2,1891,{SHIFT}Ottawa{SPACE},11338,1,0,P,2131,3492
19,1,51,p a n d a,panda{SPACE},2328,p a n a c e a,{SPACE},3395,2,1137,panacea{SPACE},3974,1,0,P,2391,3170
19,1,28,p a r a c h u t e,parachute{SPACE},5249,p a r a g o n,{SPACE},8238,2,827,paragon{SPACE},3348,1,0,P,2354,2254
19,1,66,p o l y g o n,polygon{SPACE},4844,p o l y g a m y ,poligomy{SPACE},9323,1,1291,polygamy{SPACE},4394,1,1,P,2995,4273
19,1,42,p r e c a r i o u s ,precaution{SPACE},4197,p r e c o c i o u s ,{SPACE},8543,2,1171,precouscious{SPACE},26387,0,0,P,2437,3934
19,1,76,p r o f e s s o r,professor{SPACE},3636,p r o p h e c y ,{SPACE},4503,2,774,prophecy{SPACE},3953,1,0,P,3301,2649
19,1,5,s o f a ,sofa{SPACE},3030,S e o u l,seoul{SPACE},9698,1,1298,seoul{SPACE},3628,1,1,P,2070,663
19,1,17,s h i p ,ship{SPACE},2587,S h a w ,{SPACE},5339,2,1190,{SHIFT}Shaw{SPACE},3305,1,0,P,1811,1592
19,1,37,s i z z l e ,sizzle{SPACE},3047,S i c i l y ,{SHIFT}Sicily,9747,1,2006,{SHIFT}Sicily{SPACE},4006,1,1,P,2755,4685
19,1,48,s k y s c r a p e r ,skyscraper{SPACE},5654,S k y w a l k e r,{SHIFT}Skywalker{SPACE},7698,1,1351,{SHIFT}Skywalker{SPACE},5260,1,1,P,2754,1464
19,1,13,s u r v i v o r ,survivor{SPACE},5176,s u r r o g a t e,surrogate{SPACE},6953,1,1214,surrogate{SPACE},4668,1,1,P,3189,1746
19,1,60,t h o r n y ,thorny{SPACE},4471,T h o r e a u,{SHIFT}Thoreu{SPACE},9526,1,1213,{SHIFT}Thoreu{SPACE},10151,1,1,P,2739,4438
19,1,52,t i p,tip{SPACE},1985,t i c,,0,1,2591,tic{SPACE},1517,1,0,P,1985,2996
19,1,35,t u r m e r i c ,termurec{SPACE},8461,t s u n a m i,{SPACE},6514,2,473,{SPACE},4429,1,0,P,4843,530
19,1,44,T u r n e r ,{SHIFT}Turner{SPACE},4958,T u r i n g ,{SPACE},4360,2,765,{SHIFT}Turing{SPACE},4233,1,0,P,3195,5221
19,1,73,W a t t ,{SHIFT}Watt{SPACE},2302,W a t s o n ,{SHIFT}Watson{SPACE},4922,1,998,{SHIFT}Watson{SPACE},3197,1,1,P,2096,1414
19,1,33,w a k e ,wake{SPACE},2853,W a y n e,{SHIFT}Wayne{SPACE},5993,1,1159,{SHIFT}Wayne{SPACE},3023,1,1,P,3202,1614
19,1,2,Y e s t e r d a y,yesterday{SPACE},5657,Y e l l o w s t o n e,{SHIFT}Yellowstone{ENTER},8628,1,1847,yellowstone{SPACE},5890,1,1,P,2707,1003
20,1,47,a b a n d o n,abandon{SPACE},2180,a b d i c a t e ,abdicate{SPACE},5942,1,1206,abdictae{SPACE},2485,1,1,B,2070,1391
20,1,75,a b r o a d ,abroad{SPACE},1705,a b o r i g i n e,abopriginees{SPACE},5182,1,1263,aborigine{SPACE},2488,1,0,B,1825,2123
20,1,12,a v o i d,avoid{SPACE},2383,a b s t a i n,,0,4,3289,abstain{SPACE},3235,1,0,B,1579,4696
20,1,66,a d v a n c e,advance{SPACE},2625,a d v o c a t e ,advocate{SPACE},5439,3,1286,advocate{SPACE},3059,1,1,B,1550,1767
20,1,29,A u s t e n ,austen{SPACE},1634,A l c o t t ,{SPACE},4673,2,1697,alcott{SPACE},1628,1,0,B,3369,2860
20,1,60,a b n o r m a l i t y,abnormality{SPACE},3689,a n a c h r o n i s m,{SPACE},5034,3,1041,anachrinism{SPACE},3012,1,0,B,1711,4228
20,1,22,a c r o n y m,acronym{SPACE},7749,a n a g r a m,pseudoym,9780,3,6446,anagram{SPACE},1766,1,0,B,1603,2584
20,1,18,A l p s ,alps{SPACE},1384,A n d e s,{SPACE},8300,2,2375,andes{SPACE},1539,1,0,B,2244,2104
20,1,73,A r i e l,ariel{SPACE},1981,A u r o r a ,aurora{SPACE},4590,1,1106,aurora{SPACE},2077,1,1,B,2879,2312
20,1,70,B e i j i n g,beijing{SPACE},2841,B a n g k o k,{SPACE},9291,3,1068,bankok{SPACE},3447,1,0,B,1555,2786
20,1,10,b a r g a i n,bargain{SPACE},1873,b a r t e r ,swap{SPACE},8380,4,1921,barter{SPACE},1607,1,0,B,1583,3298
20,1,30,B u c k i n g h a m ,buckingham{SPACE},2786,B e c k h a m,beckham{SPACE},6903,1,1347,beckham{SPACE},3475,1,1,B,2987,1853
20,1,68,b i l a t e r a l,bilateral{SPACE},2288,b i n o m i a l ,bi,3885,4,1682,binomial{SPACE},3247,1,0,B,2316,2381
20,1,64,c o r p s e ,corpse{SPACE},1993,c a r c a s s,carcas{SPACE},3811,1,1182,carcas{SPACE},2021,1,1,B,2259,952
20,1,14,C h r i s t i e ,christie{SPACE},6212,C a r r o l l,louis{SPACE},7977,4,3094,carroll{SPACE},1973,1,0,B,3717,3452
20,1,37,c a m o f l a u g e ,camouflage{SPACE},1956,c h a m e l e o n,{SPACE},2639,1,1969,chameleon{SPACE},2257,1,0,B,2338,1250
20,1,33,C h a m b e r l a i n,chamberlain{SPACE},2858,C h u r c h i l l,{SPACE},7982,4,1494,churchill{SPACE},2597,1,0,B,3774,2288
20,1,34,C o n r a d ,conrad{SPACE},2478,C l e m e n s,{SPACE},4947,4,1537,clemens{SPACE},1795,1,0,B,1880,3850
20,1,55,m u r d e r ,murder{SPACE},2467,c o n g r u e n t,sync,9896,1,2029,congruent{SPACE},2939,1,0,U,2369,2841
20,1,43,m i l i t a r y ,military{SPACE},2272,C o n n e r y,{SPACE},2603,2,1836,connery{SPACE},2098,1,0,U,3328,1828
20,1,38,m i l k ,milk{SPACE},1461,c o v e n a n t ,covenant{SPACE},4457,1,1063,covenant{SPACE},3466,1,1,U,2752,1347
20,1,41,m o n o p o l y ,monopoly{SPACE},2117,D a n t e,dante{SPACE},3463,1,1458,dante{SPACE},1115,1,1,U,2634,1278
20,1,36,M o n a r c h,monarch{SPACE},1720,d e f a u l t,{SPACE},7103,3,1628,default{SPACE},2171,1,0,U,2442,2479
20,1,40,n a r r a t e,narrate{SPACE},2611,d e p l e t e,deplet,9937,1,2662,deplete{SPACE},1831,1,0,U,2403,3173
20,1,48,S a i g o n ,saigon{SPACE},1899,d i v e r g e,extrapolate{SPACE},6888,3,1264,diverge{SPACE},1846,1,0,U,2477,1320
20,1,4,S h e l l e y,shelley{SPACE},2283,e c c e n t r i c,{SPACE},4120,1,2422,eccentric{SPACE},2678,1,0,U,2877,4252
20,1,42,S w i t z e r l a n d,switzerland{SPACE},3844,e x o r c i s m ,exorcism{SPACE},4960,1,1224,exorcism{SPACE},2500,1,1,U,2286,1252
20,1,7,S o l o ,solo{SPACE},1748,F a r a d a y,watt{SPACE},8683,3,3587,faraday{SPACE},5339,1,0,U,2220,3627
20,1,65,s u b s t i t u t e ,substitute{SPACE},2897,f o l i a g e,flesh{SPACE},5734,3,1917,foliage{SPACE},1985,1,0,U,2350,1683
20,1,71,T o l s t o y,tolstoy{SPACE},3131,G a r l a n d,{SPACE},7349,4,1000,garland{SPACE},3928,1,0,U,3378,1669
20,1,57,p u z z l e ,puzzle{SPACE},3114,g o s l i n g,goodling{SPACE},5379,3,1963,goodling{SPACE},2734,1,0,U,2393,1265
20,1,63,H i m a l a y a s,himalayas{SPACE},2419,H a n c o c k,{SPACE},4136,3,5238,hancock{SPACE},2091,1,0,U,2885,1360
20,1,11,C i n d e r e l l a ,cinderella{SPACE},2663,H e l s i n k i ,{SPACE},3441,2,2433,helsinki{SPACE},4805,1,0,U,1904,4799
20,1,13,V i e t n a m,vietnam{SPACE},2253,h o i s t,raise{SPACE},9519,3,1586,hoist{SPACE},1466,1,0,U,2630,2770
20,1,61,t a r i f f ,thrift{SPACE},1958,H u s s e i n,hussein{SPACE},8300,1,2311,hussein{SPACE},1830,0,1,U,2367,1805
20,1,45,M e s s i,messi{SPACE},1643,i d i o s y n c r a s y ,personality{SPACE},5523,3,1525,idiosyncracy{SPACE},5806,1,0,U,2875,2314
20,1,26,m e n t i o n,mention{SPACE},1941,i n t e r j e c t,commentary{SPACE},9446,3,1721,interject{SPACE},2188,1,0,R,2387,1896
20,1,24,T y l e r,tyler{SPACE},1425,J a g g e r ,{SPACE},5711,4,1497,jagger{SPACE},1250,1,0,R,2131,2752
20,1,16,p e r j u r y,perjury{SPACE},2352,l i b e l,{SPACE},7705,4,1070,libel{SPACE},1755,1,0,R,2116,2724
20,1,28,v e r b o s e,verbose{SPACE},2229,l o q u a c i o u s ,{SPACE},8360,4,1773,loquacious{SPACE},3287,1,0,R,1822,3204
20,1,5,G a n d h i ,gandhi{SPACE},5292,M a n d e l a,mandela{SPACE},4680,1,1443,mandela{SPACE},2094,1,1,R,2660,1992
20,1,15,s p a r s e ,sparse{SPACE},3515,m e a g e r ,depleted{SPACE},9172,3,1461,meager{SPACE},2943,1,0,R,1957,3464
20,1,54,B o w i e,bowie{SPACE},1404,M e r c u r y,mercury{SPACE},4160,1,939,mercury{SPACE},1936,1,1,R,1045,757
20,1,51,S h a k e s p e a r e,shakespeare{SPACE},2628,M i l l e r ,{SPACE},2581,2,1539,miller{SPACE},1245,1,0,R,1554,2344
20,1,76,g r a t e,grate{SPACE},1536,m i n c e,mince{SPACE},4637,1,1160,mince{SPACE},2020,1,1,R,3182,1551
20,1,8,i n v a r i a b l e ,invariable{SPACE},4338,m o n o t o n y ,monotonous{SPACE},7624,1,1599,monotony{SPACE},3368,1,1,R,3715,3404
20,1,6,H o u s t o n,houston{SPACE},2837,M o n r o e ,monroe{SPACE},7934,1,1256,monroe{SPACE},1429,1,1,R,1609,2773
20,1,9,M a d a g a s c a r ,madagascar{SPACE},2942,N a i r o b i,nairobi{SPACE},6639,1,1152,nairobi{SPACE},2280,1,1,R,2710,2295
20,1,56,i n v a l i d a t e ,invalidate{SPACE},2448,n u l l i f y,{SPACE},3894,4,1230,nullify{SPACE},2198,1,0,R,2737,1954
20,1,74,B e r l i n ,berlin{SPACE},1623,N u r e m b e r g,nelimbeg{SPACE},8158,1,3136,nuremburg{SPACE},2202,1,0,R,2808,2909
20,1,21,s e c r e t i v e,secretive{SPACE},2130,o b s c u r e,{SPACE},5861,4,1817,obscure{SPACE},1968,1,0,R,2388,2438
20,1,62,u n l i m i t e d,unlimited{SPACE},2188,o m n i p o t e n t ,omipotent{SPACE},6829,1,1161,omnipotent{SPACE},5418,1,1,R,2761,1311
20,1,46,f l a s h y ,flashy{SPACE},1916,o s t e n t a t i o u s ,{SPACE},4217,2,2502,ostentatious{SPACE},2751,1,0,R,2710,2091
20,1,35,B o o t h,booth{SPACE},1694,O s w a l d ,{SPACE},5766,2,3006,oswald{SPACE},1579,1,0,R,2726,3242
20,1,72,o t t e r,otter{SPACE},1172,O t t a w a ,toronto{SPACE},9712,1,1107,ottawa{SPACE},2839,1,0,P,2633,3455
20,1,31,p a n d a,panda{SPACE},2187,p a n a c e a,antidote{SPACE},4459,3,2046,antidote{SPACE},2741,1,0,P,1860,903
20,1,3,p a r a c h u t e,parachute{SPACE},3474,p a r a g o n,{SPACE},6636,3,6561,{SPACE},249,1,0,P,2434,3686
20,1,49,p o l y g o n,polygon{SPACE},1882,p o l y g a m y ,polygamy{SPACE},4152,1,1107,polygamy{SPACE},2562,1,1,P,1574,785
20,1,69,p r e c a r i o u s ,precarious{SPACE},5586,p r e c o c i o u s ,ingenuity{SPACE},6338,3,1823,precocious{SPACE},2743,1,0,P,3333,3910
20,1,44,p r o f e s s o r,professor{SPACE},2733,p r o p h e c y ,oracle{SPACE},5479,3,2459,prohecy{SPACE},2402,1,0,P,1862,2099
20,1,23,s o f a ,sofa{SPACE},1746,S e o u l,{SPACE},4050,3,2855,seoul{SPACE},1892,1,0,P,2330,2735
20,1,19,s h i p ,ship{SPACE},1680,S h a w ,{SPACE},5063,3,3949,shaw{SPACE},1925,1,0,P,1372,3288
20,1,32,s i z z l e ,sizzle{SPACE},1994,S i c i l y ,saredinia{SPACE},7461,1,2867,sicily{SPACE},2365,1,0,P,2214,3205
20,1,67,s k y s c r a p e r ,skyscraper{SPACE},2796,S k y w a l k e r,skywalker{SPACE},3968,1,1329,skywalker{SPACE},2737,1,1,P,1921,1317
20,1,53,s u r v i v o r ,survivor{SPACE},2828,s u r r o g a t e,surrogate{SPACE},3916,1,981,surrogate{SPACE},2209,1,1,P,2142,902
20,1,2,t h o r n y ,thorny{SPACE},2495,T h o r e a u,{SPACE},6133,2,3723,{CAPSLOCK}T{CAPSLOCK}horeau{SPACE},3928,1,0,P,2066,2643
20,1,27,t i p,tip{SPACE},1348,t i c,tic{SPACE},6702,3,1531,tic{SPACE},3071,1,1,P,1239,1280
20,1,17,t u r m e r i c ,tumeric{SPACE},2072,t s u n a m i,hutticane{SPACE},7627,3,1812,hurricane{SPACE},6286,1,0,P,2339,681
20,1,25,T u r n e r ,turner{SPACE},1960,T u r i n g ,{SPACE},5762,2,2170,turning{SPACE},1938,1,0,P,2173,3949
20,1,52,W a t t ,watt{SPACE},1580,W a t s o n ,watson{SPACE},5756,1,1202,watson{SPACE},1914,1,1,P,3460,1110
20,1,50,w a k e ,wake{SPACE},1309,W a y n e,{SPACE},7283,4,1321,wayne{SPACE},1067,1,0,P,1897,1580
20,1,59,Y e s t e r d a y,yesterday{SPACE},3558,Y e l l o w s t o n e,st{SPACE},5756,4,2438,yellowstone{SPACE},2883,1,0,P,4455,1656
21,1,61,a b a n d o n,abandon{SPACE},1196,a b d i c a t e ,{SPACE},7016,2,1114,abdicate{SPACE},1670,1,0,B,1662,5267
21,1,16,a b r o a d ,abroad{SPACE},1361,a b o r i g i n e,aboriginal{SPACE},8645,1,1218,aborigine{SPACE},3352,1,0,B,2899,3805
21,1,68,a v o i d,avoid{SPACE},1021,a b s t a i n,,0,2,1459,abstain{SPACE},2539,1,0,B,2078,3158
21,1,18,a d v a n c e,advance{SPACE},1197,a d v o c a t e ,advocate{SPACE},6489,1,1138,advocate{SPACE},1478,1,1,B,2845,2087
21,1,67,A u s t e n ,austen{SPACE},1348,A l c o t t ,{SPACE},2521,2,2924,alcott{SPACE},1349,1,0,B,2635,3151
21,1,15,a b n o r m a l i t y,abnormality{SPACE},2150,a n a c h r o n i s m,artifact,8969,3,2652,anachromism{ENTER}{SPACE},4917,1,0,B,2788,4901
21,1,73,a c r o n y m,acronym{SPACE},1648,a n a g r a m,{SPACE},6760,2,1110,anagram{SPACE},1779,1,0,B,3880,2651
21,1,45,A l p s ,alps{SPACE},1990,A n d e s,table{SPACE},3615,1,1348,andes{SPACE},1212,1,0,B,1773,2144
21,1,7,A r i e l,ariel{SPACE},1421,A u r o r a ,aurora{SPACE},3903,1,903,aurora{SPACE},1956,1,1,B,2262,2119
21,1,49,B e i j i n g,beijing{SPACE},1407,B a n g k o k,bangkok{SPACE},3553,1,856,bangkok{SPACE},1451,1,1,B,1416,1278
21,1,13,b a r g a i n,bargain{SPACE},1463,b a r t e r ,bartar{SPACE},7767,3,2553,barter{SPACE},1466,1,1,B,2705,2209
21,1,70,B u c k i n g h a m ,buckingham{SPACE},2335,B e c k h a m,beckham{SPACE},6074,1,1717,beckham{SPACE},3020,1,1,B,2231,2177
21,1,14,b i l a t e r a l,bilateral{SPACE},1893,b i n o m i a l ,poly,7091,4,3189,binomial{SPACE},1959,1,0,B,3386,2307
21,1,43,c o r p s e ,corpse{SPACE},1194,c a r c a s s,car,9894,1,1689,carcass{SPACE},1620,1,0,B,2143,1738
21,1,50,C h r i s t i e ,christie{SPACE},997,C a r r o l l,{SPACE},6585,2,1278,carroll{SPACE},2204,1,0,B,4885,3193
21,1,33,c a m o f l a u g e ,camoflage{SPACE},3318,c h a m e l e o n,{SPACE},3383,1,1861,chameleon{SPACE},1779,1,0,B,2688,1136
21,1,72,C h a m b e r l a i n,chamberlain{SPACE},1669,C h u r c h i l l,,8909,3,1824,hurchill{SPACE},3338,1,0,B,2637,1627
21,1,66,C o n r a d ,conrad{SPACE},898,C l e m e n s,{SPACE},2825,2,863,clemens{SPACE},1515,1,0,B,2232,3657
21,1,19,n u m b n e s s ,number{SPACE},1334,c o n g r u e n t,,0,1,1326,congruent{SPACE},1602,1,0,U,1756,2284
21,1,34,n e u r a l ,neural{SPACE},1001,C o n n e r y,,0,4,2608,connery{SPACE},1887,1,0,U,3206,3712
