"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",6,9,12,14,257,55,116,169,2837,5792
"2",99,8,14,10,NA,103,47,28,3715,4672
"3",11,7,11,99,27,109,129,NA,3205,5289
"4",11,99,5,99,31,NA,319,NA,5191,2383
"5",10,99,99,8,132,NA,NA,56,4776,3668
"6",5,99,99,99,342,NA,NA,NA,2406,NA
"7",11,99,8,99,27,NA,369,NA,5187,3981
"8",9,99,6,99,250,NA,256,NA,4378,2836
"9",7,99,7,8,109,NA,189,56,3205,3285
"10",8,6,11,9,333,86,38,64,2666,4192
"11",8,9,11,6,333,55,38,40,3945,2620
"12",7,99,99,5,248,NA,NA,35,3344,2099
"13",8,99,7,12,97,NA,217,38,3709,3313
"14",99,8,11,5,NA,111,148,74,3723,2138
"15",10,99,8,99,193,NA,94,NA,4837,3706
"16",99,9,7,14,NA,55,159,169,4183,3255
"17",6,99,8,5,142,NA,174,44,2722,2108
"18",5,8,14,9,385,103,47,132,2449,4260
"19",7,99,9,99,339,NA,222,NA,3435,4350
"20",11,99,8,99,3,NA,209,NA,5163,3821
"21",6,99,7,99,213,NA,334,NA,2793,3430
"22",6,99,6,99,408,NA,377,NA,2988,2957
"23",7,99,8,99,42,NA,223,NA,3138,3835
"24",6,8,6,99,334,39,53,NA,2914,2633
"25",6,9,8,14,402,55,131,169,2982,3743
"26",5,99,9,99,393,NA,348,NA,2457,4476
"27",8,9,4,14,326,55,126,169,3938,1674
"28",7,99,8,14,26,NA,68,169,3122,3680
"29",11,6,5,99,3,55,428,NA,2635,2492
"30",7,99,8,99,267,NA,195,NA,3363,3807
"31",4,99,8,6,394,NA,369,86,1942,2666
"32",5,99,4,6,220,NA,446,81,2284,1994
"33",10,99,11,99,352,NA,99,NA,4996,5259
"34",9,99,5,6,114,NA,304,51,4242,2368
"35",8,10,11,99,99,30,148,NA,3711,5308
"36",8,99,9,14,37,NA,20,169,3649,4148
"37",7,99,4,99,64,NA,123,NA,3160,1671
"38",11,9,12,6,7,10,116,51,4138,2631
"39",4,99,8,11,146,NA,174,141,1694,3786
"40",6,8,14,12,215,102,47,38,2795,5714
"41",10,8,10,99,193,39,351,NA,3651,4995
"42",7,99,8,99,49,NA,371,NA,3145,3983
"43",7,5,5,99,49,3,62,NA,2067,2126
"44",9,99,6,99,43,NA,213,NA,4171,2793
"45",8,6,7,9,42,85,56,64,2665,3152
"46",6,99,12,99,238,NA,1,NA,2818,5677
"47",6,99,99,14,3,NA,NA,169,2583,6877
"48",7,9,11,14,318,55,38,169,3414,5198
"49",8,9,6,9,42,55,39,64,3654,2619
"50",7,99,11,14,230,NA,131,169,3326,5291
"51",7,99,7,11,237,NA,11,141,3333,3107
"52",7,8,7,99,32,111,226,NA,3128,3322
"53",11,99,99,11,62,NA,NA,141,5222,5301
"54",11,8,6,99,3,102,306,NA,3714,2886
"55",7,99,7,99,388,NA,138,NA,3484,3234
"56",6,99,13,99,284,NA,51,NA,2864,6243
"57",8,9,8,9,325,55,102,64,3937,3714
"58",10,99,5,11,334,NA,281,141,4978,2345
"59",7,5,14,99,109,26,47,NA,2090,6755
"60",6,99,6,99,27,NA,153,NA,2607,2733
"61",99,11,7,99,NA,20,65,NA,5180,3161
"62",7,99,8,6,135,NA,94,81,3231,2661
"63",5,99,6,99,382,NA,401,NA,2446,2981
"64",5,99,4,99,178,NA,355,NA,2242,1903
"65",8,10,7,9,109,30,102,132,3721,3198
"66",11,99,12,5,7,NA,116,52,5167,2116
"67",6,99,6,14,263,NA,313,169,2843,2893
"68",7,9,9,14,193,55,110,169,3289,4238
"69",5,8,10,99,211,39,126,NA,2275,4770
"70",99,10,5,99,NA,30,412,NA,4674,2476
"71",8,99,6,11,122,NA,282,141,3734,2862
"72",8,99,7,99,101,NA,79,NA,3713,3175
