TMask1.RESP[Trial],TMask2.RESP[Trial],TMask3.RESP[Trial],TMask4.RESP[Trial],TMask5.RESP[Trial],TMask6.RESP[Trial],TMask7.RESP[Trial],TMask8.RESP[Trial],TMask9.RESP[Trial],TMask10.RESP[Trial],TMask11.RESP[Trial],TMask12.RESP[Trial],TMask13.RESP[Trial],TMask14.RESP[Trial],TMask15.RESP[Trial],TMask16.RESP[Trial],TMask17.RESP[Trial],TMask18.RESP[Trial],TMask1.RT[Trial],TMask2.RT[Trial],TMask3.RT[Trial],TMask4.RT[Trial],TMask5.RT[Trial],TMask6.RT[Trial],TMask7.RT[Trial],TMask8.RT[Trial],TMask9.RT[Trial],TMask10.RT[Trial],TMask11.RT[Trial],TMask12.RT[Trial],TMask13.RT[Trial],TMask14.RT[Trial],TMask15.RT[Trial],TMask16.RT[Trial],TMask17.RT[Trial],TMask18.RT[Trial]
0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,{SPACE},{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313,52,0,0,0,0,0,0,0,0,0,0
0,0,0,0,{SPACE},0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,84,0,0,0,0,0,147,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,{SPACE},0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,0,0,147,0,0,0,0,0,0,0
0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,{SPACE},0,0,{SPACE},{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,313,52,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,{SPACE},{SPACE},0,{SPACE},0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,209,384,0,129,0,46,0,0,0,0,0,0,0
0,0,0,0,{SPACE},{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,398,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,{SPACE},0,0,{SPACE},0,{SPACE},0,{SPACE},0,0,0,0,0,0,0,0,0,0,424,0,0,384,0,129,0,46,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,{SPACE},0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,330,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,{SPACE},0,0,{SPACE},0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,318,0,0,152,0,0,147,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,{SPACE},{SPACE},0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,358,66,0,0,225,0,0,0,0,0,0,0,0,0,0,0
0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0
0,0,0,{SPACE},{SPACE},0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,420,41,0,0,0,0,0,46,0,0,0,0,0,0,0
0,0,0,{SPACE},{SPACE},0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,380,197,0,0,52,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
0,0,0,0,{SPACE},0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,46,0,0,0,0,0,0,0
0,0,0,{SPACE},0,0,{SPACE},0,{SPACE},0,{SPACE},0,0,0,0,0,0,0,0,0,0,337,0,0,223,0,310,0,330,0,0,0,0,0,0,0
0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,{SPACE},{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,45,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,0,0,0,0,0
0,0,0,0,0,{SPACE},0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,398,0,0,0,0,0,0,0,0,0,0,0,0
