"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",9,6,6,12,243,42,45,88,2622,2625
"2",5,99,99,11,214,NA,NA,8,2278,5168
"3",99,6,7,99,NA,43,313,NA,2623,3409
"4",5,99,5,12,374,NA,84,88,2438,2148
"5",7,99,99,5,194,NA,NA,16,3290,2080
"6",8,99,8,12,196,NA,152,88,3808,3764
"7",6,99,6,10,53,NA,16,41,2633,2596
"8",5,6,4,99,145,43,202,NA,2209,1750
"9",6,99,6,99,140,NA,209,NA,2720,2789
"10",6,99,5,11,395,NA,198,8,2975,2262
"11",4,7,4,99,293,26,424,NA,1841,1972
"12",6,99,9,12,138,NA,264,88,2718,4392
"13",8,6,99,6,55,15,NA,77,2595,2657
"14",6,99,7,5,119,NA,74,43,2699,2107
"15",10,7,5,12,199,85,318,88,3181,2382
"16",9,6,99,4,360,85,NA,56,2665,1604
"17",6,99,3,11,90,NA,358,8,2670,1390
"18",5,99,4,11,374,NA,67,61,2438,1615
"19",6,99,8,6,212,NA,322,48,2792,2628
"20",6,99,4,99,407,NA,420,NA,2987,1968
"21",6,99,4,99,89,NA,380,NA,2669,1928
"22",6,99,11,99,118,NA,46,NA,2698,5206
"23",6,99,5,99,176,NA,226,NA,2756,2290
"24",6,99,4,12,351,NA,337,88,2931,1885
"25",9,6,5,10,360,37,101,41,2617,2165
"26",6,7,5,12,112,69,158,88,2692,2222
"27",7,99,11,12,201,NA,330,88,3297,5490
"28",8,99,6,11,55,NA,398,8,3667,2978
"29",7,99,6,12,399,NA,14,88,3495,2594
"30",7,99,4,99,31,NA,253,NA,3127,1801
"31",6,99,4,11,41,NA,438,61,2621,1986
"32",4,99,5,5,403,NA,435,1,1951,2065
"33",8,6,4,11,55,48,219,8,2628,1767
"34",9,99,4,11,243,NA,86,61,4371,1634
"35",7,99,5,12,186,NA,132,88,3282,2196
"36",9,7,99,12,243,69,NA,88,3165,5764
"37",6,99,7,12,106,NA,223,88,2686,3319
"38",5,99,3,11,145,NA,230,8,2209,1262
"39",4,99,1,99,302,NA,294,NA,1850,810
"40",8,99,8,12,46,NA,266,88,3658,3878
"41",9,99,4,11,360,NA,397,8,4488,1945
"42",8,8,6,12,386,2,389,88,3614,2969
"43",7,99,4,99,400,NA,163,NA,3496,1711
"44",8,5,4,12,46,11,321,88,2075,1869
"45",6,99,7,11,67,NA,225,8,2647,3321
"46",8,99,9,99,360,NA,129,NA,3972,4257
"47",5,99,5,99,184,NA,197,NA,2248,2261
"48",10,7,5,12,199,93,387,88,3189,2451
"49",8,99,5,99,361,NA,41,NA,3973,2105
"50",5,99,99,3,414,NA,NA,35,2478,1067
"51",6,99,4,99,297,NA,408,NA,2877,1956
"52",99,7,7,99,NA,26,384,NA,3122,3480
"53",5,99,11,12,307,NA,147,88,2371,5307
"54",5,6,4,6,335,15,201,77,2399,1749
"55",7,5,7,11,194,67,396,61,2131,3492
"56",5,99,7,11,327,NA,74,61,2391,3170
"57",5,99,5,11,290,NA,190,8,2354,2254
"58",6,99,9,12,415,NA,145,88,2995,4273
"59",5,99,8,10,373,NA,322,41,2437,3934
"60",7,99,6,12,205,NA,69,88,3301,2649
"61",7,5,2,99,116,6,147,NA,2070,663
"62",4,7,7,4,263,26,384,44,1811,1592
"63",6,99,99,10,175,NA,NA,41,2755,4685
"64",6,99,3,11,174,NA,432,61,2754,1464
"65",7,99,4,99,93,NA,198,NA,3189,1746
"66",6,99,9,12,159,NA,310,88,2739,4438
"67",4,99,6,11,437,NA,416,61,1985,2996
"68",10,99,2,11,199,NA,14,8,4843,530
"69",7,99,99,11,99,NA,NA,61,3195,5221
"70",10,5,3,12,199,32,382,88,2096,1414
"71",7,99,4,11,106,NA,66,8,3202,1614
"72",6,99,1,99,127,NA,487,NA,2707,1003
