"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",8,13,11,15,121,206,36,106,3733,5196
"2",6,99,8,6,281,NA,178,72,2861,2652
"3",8,13,5,15,72,206,142,106,3684,2206
"4",5,8,4,15,39,113,285,106,2103,1833
"5",7,13,7,15,161,206,383,106,3257,3479
"6",8,14,14,15,97,20,8,106,3709,6716
"7",7,13,4,15,11,206,94,106,3107,1642
"8",5,13,5,15,339,206,174,106,2403,2238
"9",6,14,11,15,263,20,167,106,2843,5327
"10",10,8,4,15,277,113,360,106,3725,1908
"11",6,99,5,99,213,NA,381,NA,2793,2445
"12",7,13,4,6,155,206,132,65,3251,1680
"13",99,14,6,15,NA,20,155,106,6728,2735
"14",7,13,5,99,245,206,37,NA,3341,2101
"15",10,6,5,15,277,89,390,106,2669,2454
"16",8,4,3,15,72,59,423,106,1607,1455
"17",7,14,5,3,301,20,394,22,3397,1054
"18",7,13,10,4,38,206,117,49,3134,1597
"19",8,99,8,99,144,NA,178,NA,3756,3790
"20",7,13,2,10,202,206,467,97,3298,983
"21",7,99,2,99,294,NA,252,NA,3390,768
"22",6,13,5,15,341,206,390,106,2921,2454
"23",5,13,5,10,433,206,318,97,2497,2382
"24",6,13,5,15,287,206,248,106,2867,2312
"25",6,13,7,15,189,206,258,106,2769,3354
"26",10,7,11,7,277,81,36,40,3177,3136
"27",6,8,1,15,125,113,237,106,2705,753
"28",99,13,9,99,NA,206,286,NA,6398,4414
"29",5,13,5,99,253,206,318,NA,2317,2382
"30",7,13,9,15,298,206,117,106,3394,4245
"31",8,14,14,7,341,20,8,54,3953,3150
"32",7,14,11,9,378,20,167,5,3474,4133
"33",6,13,8,15,357,206,235,106,2937,3847
"34",8,5,5,7,341,42,394,54,2106,2458
"35",5,14,5,9,401,20,212,5,2465,2276
"36",8,13,99,10,174,206,NA,97,3786,4741
"37",6,13,8,15,345,206,167,106,2925,3779
"38",5,13,2,10,315,206,173,97,2379,689
"39",5,14,4,9,316,20,92,5,2380,1640
"40",5,13,10,15,265,206,117,106,2329,4761
"41",5,7,1,15,405,29,295,106,2469,811
"42",8,99,7,99,253,NA,299,NA,3865,3395
"43",6,13,6,15,348,206,334,106,2928,2914
"44",5,13,6,15,182,206,319,106,2246,2899
"45",7,99,8,99,294,NA,112,NA,3390,3724
"46",7,5,6,10,202,49,246,97,2113,2826
"47",6,13,4,6,207,206,219,65,2787,1767
"48",8,6,8,15,121,25,274,106,2605,3886
"49",5,13,99,4,334,206,NA,5,2398,1553
"50",10,13,10,15,159,206,183,106,4803,4827
"51",7,14,2,3,209,20,42,22,3305,558
"52",7,13,11,6,36,206,36,19,3132,2599
"53",5,7,8,15,224,91,230,106,2288,3842
"54",6,8,4,15,169,113,220,106,2749,1768
"55",4,13,6,15,416,206,73,106,1964,2653
"56",6,13,99,15,269,206,NA,106,2849,7330
"57",6,13,6,10,357,206,231,97,2937,2811
"58",5,14,4,15,343,20,431,106,2407,1979
"59",7,13,9,15,167,206,157,106,3263,4285
"60",6,14,6,15,277,20,199,106,2857,2779
"61",5,13,5,15,232,206,297,106,2296,2361
"62",7,13,5,15,302,206,423,106,3398,2487
"63",10,13,6,99,277,206,325,NA,4921,2905
"64",9,13,7,15,331,206,268,106,4459,3364
"65",99,7,4,15,NA,29,363,106,3125,1911
"66",7,13,8,6,130,206,274,65,3226,2645
"67",6,13,4,6,93,206,315,65,2673,1863
"68",4,14,4,9,409,20,174,5,1957,1722
"69",10,7,6,15,277,91,311,106,3187,2891
"70",7,13,5,15,73,206,29,106,3169,2093
"71",7,13,3,6,84,206,241,65,3180,1273
"72",5,14,5,15,323,20,187,106,2387,2251
