"","PrimeMaskNo","PrimeNo","TargetMaskNo","TargetNo","PrimeMaskRT","PrimeNoRT","TargetMaskRT","TargetNoRT","RTrecognisePrime","RTrecogniseTarget"
"1",5,99,3,99,94,NA,349,NA,2158,1381
"2",4,8,6,99,277,55,323,NA,1825,2903
"3",4,8,1,99,233,55,237,NA,1781,753
"4",5,99,4,99,196,NA,232,NA,2260,1780
"5",6,8,6,4,359,55,186,46,2939,1594
"6",4,99,6,99,429,NA,128,NA,1977,2708
"7",5,99,4,99,91,NA,299,NA,2155,1847
"8",4,99,3,99,250,NA,295,NA,1798,1327
"9",4,99,3,99,128,NA,456,NA,1676,1488
"10",4,99,5,99,408,NA,40,NA,1956,2104
"11",4,99,4,99,111,NA,133,NA,1659,1681
"12",6,8,7,5,361,55,253,54,2941,2118
"13",7,5,3,99,143,29,450,NA,2093,1482
"14",5,99,4,99,100,NA,33,NA,2164,1581
"15",6,99,6,99,315,NA,210,NA,2895,2790
"16",5,8,6,99,245,55,186,NA,2309,2766
"17",7,8,4,99,311,55,118,NA,3407,1666
"18",9,6,4,99,222,22,105,NA,2602,1653
"19",5,99,6,99,317,NA,12,NA,2381,2592
"20",6,99,9,4,73,NA,316,63,2653,1611
"21",4,99,3,99,31,NA,352,NA,1579,1384
"22",5,99,4,2,382,NA,59,20,2446,536
"23",4,5,5,99,357,29,261,NA,1905,2325
"24",6,4,3,99,315,19,414,NA,1567,1446
"25",7,5,7,5,311,39,253,14,2103,2078
"26",6,8,5,99,69,55,51,NA,2649,2115
"27",6,99,4,99,320,NA,238,NA,2900,1786
"28",5,99,5,99,314,NA,76,NA,2378,2140
"29",5,8,4,99,243,55,278,NA,2307,1826
"30",5,99,9,99,254,NA,316,NA,2318,4444
"31",4,99,3,99,357,NA,358,NA,1905,1390
"32",4,99,4,99,336,NA,74,NA,1884,1622
"33",4,99,4,99,171,NA,291,NA,1719,1839
"34",4,99,3,99,305,NA,367,NA,1853,1399
"35",7,99,3,4,321,NA,423,62,3417,1455
"36",6,99,7,99,343,NA,262,NA,2923,3358
"37",5,8,5,99,350,55,323,NA,2414,2387
"38",6,99,4,99,28,NA,157,NA,2608,1705
"39",5,99,3,99,201,NA,320,NA,2265,1352
"40",7,99,5,99,219,NA,73,NA,3315,2137
"41",5,99,3,99,91,NA,71,NA,2155,1103
"42",9,99,6,4,222,NA,323,16,4350,1564
"43",6,99,3,99,227,NA,212,NA,2807,1244
"44",4,99,3,99,33,NA,462,NA,1581,1494
"45",7,99,3,4,143,NA,163,63,3239,1195
"46",99,8,5,99,NA,55,221,NA,3667,2285
"47",5,99,4,99,142,NA,8,NA,2206,1556
"48",9,4,3,99,222,36,296,NA,1584,1328
"49",6,8,5,99,70,55,278,NA,2650,2342
"50",6,99,7,99,194,NA,253,NA,2774,3349
"51",7,8,5,99,95,55,48,NA,3191,2112
"52",6,8,4,99,141,55,293,NA,2721,1841
"53",4,99,5,99,440,NA,197,NA,1988,2261
"54",5,99,5,99,323,NA,264,NA,2387,2328
"55",6,4,5,99,92,53,63,NA,1601,2127
"56",6,4,4,99,315,8,353,NA,1556,1901
"57",4,99,5,99,200,NA,262,NA,1748,2326
"58",5,8,4,99,14,55,26,NA,2078,1574
"59",5,99,5,99,332,NA,157,NA,2396,2221
"60",6,8,5,99,279,55,57,NA,2859,2121
"61",4,99,5,99,253,NA,282,NA,1801,2346
"62",4,99,5,99,239,NA,256,NA,1787,2320
"63",6,8,4,99,92,55,345,NA,2672,1893
"64",5,99,2,99,289,NA,331,NA,2353,847
"65",5,99,4,99,91,NA,224,NA,2155,1772
"66",5,6,4,99,180,22,450,NA,2244,1998
"67",5,6,5,99,131,22,165,NA,2195,2229
"68",6,8,5,99,265,55,204,NA,2845,2268
"69",5,99,4,99,104,NA,228,NA,2168,1776
"70",6,99,4,99,327,NA,217,NA,2907,1765
"71",4,99,6,4,233,NA,128,62,1781,1610
"72",4,99,6,99,287,NA,22,NA,1835,2602
